3609N.1pg.68:NCBIm38:12:114267603:114267906:-1	VH
PG.13.69:NCBIm38:12:114284681:114284989:-1	VH
36-60.6.70:NCBIm38:12:114288152:114288447:-1	VH
VGAM3.8-4-71:NCBIm38:12:114299961:114300254:-1	VH
36-60.7pg.72:NCBIm38:12:114314184:114314479:-1	VH
PG.14.73:NCBIm38:12:114320029:114320324:-1	VH
36-60.8.74:NCBIm38:12:114322374:114322666:-1	VH
PG.15.75:NCBIm38:12:114332796:114333086:-1	VH
PG.16.76:NCBIm38:12:114351703:114351995:-1	VH
3609N.2.77:NCBIm38:12:114357761:114358060:-1	VH
VH12.1.78:NCBIm38:12:114366520:114366819:-1	VH
J606.1.79:NCBIm38:12:114391712:114392010:-1	VH
J606.2.80:NCBIm38:12:114406474:114406773:-1	VH
J606.3.81:NCBIm38:12:114416596:114416895:-1	VH
J606.4.82:NCBIm38:12:114434788:114435087:-1	VH
J606.5.83:NCBIm38:12:114455626:114455925:-1	VH
3609.1.84:NCBIm38:12:114462290:114462589:-1	VH
J558.1.85:NCBIm38:12:114469075:114469395:-1	VH
VH10.1.86:NCBIm38:12:114479005:114479306:-1	VH
PG.17.87:NCBIm38:12:114481671:114481916:-1	VH
J558.2.88:NCBIm38:12:114487136:114487429:-1	VH
VH10.2pg.89:NCBIm38:12:114496003:114496292:-1	VH
J558.3.90:NCBIm38:12:114513330:114513623:-1	VH
VH10.3.91:NCBIm38:12:114523441:114523742:-1	VH
PG.18.92:NCBIm38:12:114533017:114533264:-1	VH
J558.4.93:NCBIm38:12:114538495:114538788:-1	VH
J558.5pg.94:NCBIm38:12:114555609:114555902:-1	VH
VH15.1.95:NCBIm38:12:114564578:114564874:-1	VH
J558.6.96:NCBIm38:12:114583569:114583862:-1	VH
J558.7pg.97:NCBIm38:12:114597879:114598186:-1	VH
J558.8.98:NCBIm38:12:114612243:114612536:-1	VH
J558.9.99:NCBIm38:12:114615850:114616143:-1	VH
J558.10pg.100:NCBIm38:12:114630680:114630973:-1	VH
J558.11pg.101:NCBIm38:12:114646572:114646865:-1	VH
J558.12.102:NCBIm38:12:114657353:114657646:-1	VH
J558.13.103:NCBIm38:12:114665872:114666165:-1	VH
J558.14pg.104:NCBIm38:12:114671968:114672261:-1	VH
J558.15pg.105:NCBIm38:12:114676749:114677041:-1	VH
J558.16.106:NCBIm38:12:114682632:114682925:-1	VH
J558.17pg.107:NCBIm38:12:114704147:114704440:-1	VH
J558.18.108:NCBIm38:12:114708648:114708941:-1	VH
J558.19.109:NCBIm38:12:114723772:114724065:-1	VH
J558.20pg.110:NCBIm38:12:114736245:114736538:-1	VH
J558.21pg.111:NCBIm38:12:114740408:114740701:-1	VH
J558.22.112:NCBIm38:12:114746273:114746566:-1	VH
J558.23.113:NCBIm38:12:114764450:114764743:-1	VH
J558.24pg.114:NCBIm38:12:114772928:114773221:-1	VH
J558.25pg.115:NCBIm38:12:114781409:114781702:-1	VH
J558.26.116:NCBIm38:12:114788372:114788665:-1	VH
J558.27pg.117:NCBIm38:12:114804616:114804909:-1	VH
J558.28pg.118:NCBIm38:12:114809421:114809714:-1	VH
J558.29pg.119:NCBIm38:12:114812321:114812605:-1	VH
J558.30pg.120:NCBIm38:12:114817099:114817390:-1	VH
J558.31.121:NCBIm38:12:114829264:114829557:-1	VH
J558.32pg.122:NCBIm38:12:114835223:114835516:-1	VH
J558.33pg.123:NCBIm38:12:114843651:114843943:-1	VH
J558.34.124:NCBIm38:12:114851190:114851483:-1	VH
J558.35pg.125:NCBIm38:12:114875304:114875597:-1	VH
J558.36.126:NCBIm38:12:114879888:114880181:-1	VH
J558.37.127:NCBIm38:12:114896238:114896531:-1	VH
J558.38pg.128:NCBIm38:12:114910011:114910303:-1	VH
J558.39.129:NCBIm38:12:114914599:114914892:-1	VH
J558.40pg.130:NCBIm38:12:114924941:114925233:-1	VH
J558.41pg.131:NCBIm38:12:114932371:114932642:-1	VH
J558.42.132:NCBIm38:12:114937113:114937406:-1	VH
J558.43.133:NCBIm38:12:114945950:114946243:-1	VH
J558.44pg.134:NCBIm38:12:114963380:114963674:-1	VH
J558.45pg.135:NCBIm38:12:114970055:114970349:-1	VH
J558.46pg.136:NCBIm38:12:114977693:114977986:-1	VH
J558.47.137:NCBIm38:12:114991108:114991401:-1	VH
3609.2pg.138:NCBIm38:12:115003426:115003700:-1	VH
3609.3.139:NCBIm38:12:115024019:115024319:-1	VH
J558.48pg.140:NCBIm38:12:115038227:115038520:-1	VH
J558.49.141:NCBIm38:12:115055223:115055516:-1	VH
3609.4.142:NCBIm38:12:115067560:115067860:-1	VH
J558.50.143:NCBIm38:12:115119748:115120041:-1	VH
J558.51pg.144:NCBIm38:12:115131369:115131668:-1	VH
J558.52.145:NCBIm38:12:115145487:115145780:-1	VH
J558.53.146:NCBIm38:12:115158403:115158696:-1	VH
3609.5.147:NCBIm38:12:115165777:115166077:-1	VH
J558.54.148:NCBIm38:12:115193675:115193968:-1	VH
J558.55.149:NCBIm38:12:115208095:115208388:-1	VH
J558.56.150:NCBIm38:12:115242802:115243095:-1	VH
3609.6pg.151:NCBIm38:12:115258132:115258432:-1	VH
J558.57pg.152:NCBIm38:12:115268424:115268715:-1	VH
3609.7.153:NCBIm38:12:115294062:115294362:-1	VH
J558.58.154:NCBIm38:12:115312166:115312459:-1	VH
J558.59.155:NCBIm38:12:115335082:115335375:-1	VH
J558.60pg.156:NCBIm38:12:115344531:115344830:-1	VH
J558.61.157:NCBIm38:12:115359140:115359433:-1	VH
J558.62pg.158:NCBIm38:12:115371986:115372278:-1	VH
J558.63pg.159:NCBIm38:12:115386697:115386988:-1	VH
3609.8pg.160:NCBIm38:12:115404419:115404724:-1	VH
J558.64.162:NCBIm38:12:115446409:115446710:-1	VH
J558.65.163:NCBIm38:12:115460999:115461292:-1	VH
3609.9.164:NCBIm38:12:115468332:115468632:-1	VH
J558.66.165:NCBIm38:12:115495625:115495918:-1	VH
J558.67.166:NCBIm38:12:115507545:115507838:-1	VH
3609.10pg.167:NCBIm38:12:115519340:115519640:-1	VH
J558.68pg.168:NCBIm38:12:115532056:115532347:-1	VH
3609.11.169:NCBIm38:12:115567149:115567449:-1	VH
J558.69.170:NCBIm38:12:115593110:115593403:-1	VH
J558.70pg.171:NCBIm38:12:115603940:115604233:-1	VH
J558.71pg.172:NCBIm38:12:115611342:115611623:-1	VH
J558.72.173:NCBIm38:12:115623161:115623454:-1	VH
3609.12.174:NCBIm38:12:115647945:115648245:-1	VH
J558.73pg.175:NCBIm38:12:115691889:115692182:-1	VH
J558.74.176:NCBIm38:12:115742205:115742506:-1	VH
J558.75.177:NCBIm38:12:115757984:115758277:-1	VH
3609.13pg.178:NCBIm38:12:115765335:115765635:-1	VH
J558.76pg.179:NCBIm38:12:115790593:115790887:-1	VH
J558.77.180:NCBIm38:12:115802648:115802941:-1	VH
3609.14pg.181:NCBIm38:12:115808427:115808727:-1	VH
J558.78.182:NCBIm38:12:115833950:115834243:-1	VH
3609.15pg.183:NCBIm38:12:115844009:115844307:-1	VH
J558.79.184:NCBIm38:12:115847881:115848174:-1	VH
3609.16pg.185:NCBIm38:12:115858001:115858299:-1	VH
J558.80.186:NCBIm38:12:115861867:115862160:-1	VH
J558.81.187:NCBIm38:12:115868773:115869066:-1	VH
J558.82pg.188:NCBIm38:12:115888096:115888389:-1	VH
J558.83.189:NCBIm38:12:115912344:115912637:-1	VH
J558.84.190:NCBIm38:12:115920279:115920572:-1	VH
J558.85.191:NCBIm38:12:115952538:115952831:-1	VH
J558.86.192:NCBIm38:12:115963817:115964110:-1	VH
J558.87.193:NCBIm38:12:115980702:115980995:-1	VH
J558.88.194:NCBIm38:12:116000028:116000321:-1	VH
J558.89pg.195:NCBIm38:12:116009659:116009954:-1	VH
hf24:NCBIm38:6:67555915:67556216:1	VK
bc1r:NCBIm38:6:67593999:67594290:1	VK
bd2:NCBIm38:6:67610207:67610508:1	VK
cx9:NCBIm38:6:67711174:67711445:-1	VK
bk20:NCBIm38:6:67720729:67721011:-1	VK
bj2:NCBIm38:6:67725360:67725661:1	VK
bi2:NCBIm38:6:67760112:67760413:1	VK
bh2:NCBIm38:6:67766036:67766337:-1	VK
cb9:NCBIm38:6:67791225:67791511:1	VK
cj9:NCBIm38:6:67839980:67840266:1	VK
cl9:NCBIm38:6:67847588:67847874:1	VK
bw20:NCBIm38:6:67861373:67861659:1	VK
co9:NCBIm38:6:67876198:67876477:1	VK
br9:NCBIm38:6:67896356:67896642:1	VK
if11:NCBIm38:6:67913766:67914052:1	VK
cw9:NCBIm38:6:67942074:67942360:-1	VK
cy9:NCBIm38:6:67954228:67954514:-1	VK
bl1:NCBIm38:6:68017187:68017488:1	VK
bt20:NCBIm38:6:68037032:68037318:1	VK
bv9:NCBIm38:6:68050170:68050456:1	VK
bp9:NCBIm38:6:68056524:68056810:1	VK
bq9:NCBIm38:6:68066556:68066828:1	VK
ie11:NCBIm38:6:68105595:68105880:1	VK
cr1:NCBIm38:6:68121526:68121827:1	VK
hk24:NCBIm38:6:68152316:68152617:1	VK
cz1:NCBIm38:6:68161415:68161716:1	VK
ic11:NCBIm38:6:68164640:68164923:1	VK
ha24:NCBIm38:6:68179263:68179564:1	VK
hg24:NCBIm38:6:68220406:68220706:1	VK
ba9:NCBIm38:6:68256583:68256869:1	VK
bb1:NCBIm38:6:68270966:68271267:1	VK
he24:NCBIm38:6:68302857:68303158:1	VK
cq1:NCBIm38:6:68312065:68312359:1	VK
ia11:NCBIm38:6:68339709:68339995:1	VK
hd24:NCBIm38:6:68349139:68349441:1	VK
RF:NCBIm38:6:68425785:68426072:1	VK
gr32:NCBIm38:6:68437639:68437925:1	VK
gs32:NCBIm38:6:68466126:68466412:-1	VK
gl32:NCBIm38:6:68481421:68481707:-1	VK
cf9:NCBIm38:6:68519191:68519477:1	VK
cv1:NCBIm38:6:68542121:68542422:1	VK
ci12:NCBIm38:6:68570949:68571235:1	VK
gk32:NCBIm38:6:68591560:68591832:1	VK
ce9:NCBIm38:6:68631963:68632249:-1	VK
by9:NCBIm38:6:68680562:68680848:1	VK
cp9:NCBIm38:6:68704508:68704794:-1	VK
gj38c:NCBIm38:6:68736297:68736583:-1	VK
ay4:NCBIm38:6:68755038:68755328:-1	VK
kf4:NCBIm38:6:68768555:68768852:-1	VK
an4:NCBIm38:6:68807179:68807470:-1	VK
fl12:NCBIm38:6:68834846:68835132:-1	VK
cs1:NCBIm38:6:68862265:68862566:-1	VK
gp33:NCBIm38:6:68902981:68903266:1	VK
kb4:NCBIm38:6:68910411:68910699:-1	VK
gn33:NCBIm38:6:68930269:68930555:-1	VK
gm33:NCBIm38:6:68939781:68940067:1	VK
kg4:NCBIm38:6:68961378:68961669:-1	VK
gq33:NCBIm38:6:68979378:68979663:1	VK
ag4:NCBIm38:6:68990758:68991055:-1	VK
af4:NCBIm38:6:69016558:69016845:-1	VK
ae4:NCBIm38:6:69042972:69043269:-1	VK
ad4:NCBIm38:6:69059690:69059987:-1	VK
aj4:NCBIm38:6:69110904:69111195:-1	VK
ga33:NCBIm38:6:69138046:69138332:1	VK
ka4:NCBIm38:6:69156118:69156415:-1	VK
ai4:NCBIm38:6:69184826:69185123:-1	VK
ah4:NCBIm38:6:69197583:69197880:-1	VK
am4:NCBIm38:6:69226854:69227145:-1	VK
al4:NCBIm38:6:69243160:69243451:-1	VK
kn4:NCBIm38:6:69267888:69268175:-1	VK
km4:NCBIm38:6:69283794:69284081:-1	VK
aq4:NCBIm38:6:69304834:69305125:-1	VK
fg12:NCBIm38:6:69324177:69324464:-1	VK
fr12:NCBIm38:6:69334604:69334891:-1	VK
ki4:NCBIm38:6:69342472:69342769:-1	VK
gu33:NCBIm38:6:69362902:69363187:1	VK
ac4:NCBIm38:6:69377944:69378235:-1	VK
ab4:NCBIm38:6:69399812:69400103:-1	VK
aa4:NCBIm38:6:69416893:69417184:-1	VK
kk4:NCBIm38:6:69438218:69438509:-1	VK
kl4:NCBIm38:6:69463194:69463491:-1	VK
kj4:NCBIm38:6:69500254:69500551:-1	VK
4-57:NCBIm38:6:69544359:69544656:-1	VK
ap4:NCBIm38:6:69575975:69576266:-1	VK
ao4:NCBIm38:6:69587295:69587586:-1	VK
at4:NCBIm38:6:69607275:69607566:-1	VK
ar4:NCBIm38:6:69631648:69631939:-1	VK
kh4:NCBIm38:6:69648824:69649121:-1	VK
4-51:NCBIm38:6:69681406:69681703:-1	VK
4-50:NCBIm38:6:69700767:69701058:-1	VK
12-49:NCBIm38:6:69716672:69717000:1	VK
23-48:NCBIm38:6:69726573:69726859:-1	VK
12-47:NCBIm38:6:69750855:69751128:-1	VK
12-46:NCBIm38:6:69764523:69764809:-1	VK
23-45:NCBIm38:6:69775750:69776036:-1	VK
12-44:NCBIm38:6:69814631:69814917:-1	VK
23-43:NCBIm38:6:69823355:69823641:-1	VK
12-42:NCBIm38:6:69834792:69835062:-1	VK
12-41:NCBIm38:6:69858420:69858706:-1	VK
12-40:NCBIm38:6:69879350:69879636:-1	VK
23-39:NCBIm38:6:69900424:69900710:-1	VK
12-38:NCBIm38:6:69943186:69943472:-1	VK
23-37:NCBIm38:6:69963312:69963598:-1	VK
dv-36:NCBIm38:6:69992465:69992751:-1	VK
2-35:NCBIm38:6:70010949:70011250:-1	VK
8-34:NCBIm38:6:70044112:70044416:-1	VK
22-33:NCBIm38:6:70058632:70058936:-1	VK
19-32:NCBIm38:6:70074024:70074310:-1	VK
8-31:NCBIm38:6:70105860:70106168:-1	VK
8-30:NCBIm38:6:70117061:70117365:-1	VK
19-29:NCBIm38:6:70138462:70138748:-1	VK
8-28:NCBIm38:6:70143593:70143897:-1	VK
8-27:NCBIm38:6:70171809:70172108:-1	VK
8-26:NCBIm38:6:70193487:70193797:1	VK
19-25:NCBIm38:6:70215671:70215957:1	VK
8-24:NCBIm38:6:70216858:70217162:-1	VK
8-23b:NCBIm38:6:70240427:70240710:-1	VK
19-23:NCBIm38:6:70260409:70260695:-1	VK
8-22:NCBIm38:6:70297554:70297860:-1	VK
8-21:NCBIm38:6:70314895:70315196:-1	VK
19-20:NCBIm38:6:70335841:70336127:-1	VK
8-19:NCBIm38:6:70340876:70341180:-1	VK
8-18:NCBIm38:6:70356136:70356445:1	VK
19-17:NCBIm38:6:70371707:70371993:1	VK
8-16:NCBIm38:6:70386672:70386976:-1	VK
19-15:NCBIm38:6:70406469:70406755:-1	VK
19-14:NCBIm38:6:70434952:70435238:-1	VK
19-13:NCBIm38:6:70457501:70457787:-1	VK
21-12:NCBIm38:6:70518551:70518849:1	VK
21-11:NCBIm38:6:70553573:70553857:1	VK
21-10:NCBIm38:6:70572932:70573230:1	VK
21-9:NCBIm38:6:70588479:70588777:1	VK
21-8:NCBIm38:6:70589154:70589452:1	VK
21-7:NCBIm38:6:70607738:70608036:1	VK
21-6:NCBIm38:6:70642698:70642982:1	VK
21-5:NCBIm38:6:70663597:70663895:1	VK
21-4:NCBIm38:6:70672079:70672377:1	VK
21-3:NCBIm38:6:70687236:70687534:1	VK
21-2:NCBIm38:6:70698769:70699067:1	VK
21-1:NCBIm38:6:70703879:70704177:1	VK
VL1:NCBIm38:16:19085017:19085310:-1	VL
VL2:NCBIm38:16:19260401:19260694:-1	VL
VLx:NCBIm38:16:19241207:19241519:-1	VL
DQ52-C57BL6:NCBIm38:12:113430528:113430538:-1	DH
DST4-C57BL6:NCBIm38:12:113448214:113448229:-1	DH
DSP2.5:NCBIm38:12:113450851:113450867:-1	DH
DSP2.3:NCBIm38:12:113456720:113456736:-1	DH
DSP2.4:NCBIm38:12:113456720:113456736:-1	DH
DSP2.x:NCBIm38:12:113461369:113461385:-1	DH
DSP2.x:NCBIm38:12:113466027:113466043:-1	DH
DSP2.2:NCBIm38:12:113470694:113470710:-1	DH
DSP2.9:NCBIm38:12:113475400:113475416:-1	DH
DFL16.1:NCBIm38:12:113482170:113482192:-1	DH
DST4.2:NCBIm38:12:113525313:113525329:-1	DH
DFL16.3:NCBIm38:12:113528032:113528054:-1	DH
JH1:NCBIm38:12:113429781:113429833:-1	JH
JH2:NCBIm38:12:113429468:113429515:-1	JH
JH3:NCBIm38:12:113429085:113429132:-1	JH
JH4:NCBIm38:12:113428514:113428567:-1	JH
JK1:NCBIm38:6:70722562:70722599:1	JK
JK2:NCBIm38:6:70722916:70722954:1	JK
JK3:NCBIm38:6:70723223:70723260:1	JK
JK4:NCBIm38:6:70723548:70723585:1	JK
JK5:NCBIm38:6:70723886:70723923:1	JK
JL1:NCBIm38:16:19063225:19063262:-1	JL
JL3p:NCBIm38:16:19066371:19066407:-1	JL
JL3:NCBIm38:16:19067041:19067078:-1	JL
JL4:NCBIm38:16:19196499:19196536:-1	JL
JL2:NCBIm38:16:19200198:19200235:-1	JL
